YNL315C,ATP11,954
YJL180C,ATP12,975
YLR295C,ATP14,372
YPL271W,ATP15,186
YDL004W,ATP16,480
YDR377W,ATP17,303
YML081C-A,ATP18,177
YOL077W-A,ATP19,204
YJR121W,ATP2,1533
YPR020W,ATP20,345
YDR350C,ATP22; TCM10,2052
YNR020C,ATP23,681
YMR098C,ATP25,1836
YBR039W,ATP3; ATP3a; ATP3b,933
YPL078C,ATP4,732
YDR298C,ATP5; OSCP,636
Q0085,ATP6; OLI2; OLI4; PHO1,777
YKL016C,ATP7,522
Q0080,ATP8; AAP1,144
YML116W,ATR1; SNQ1,1626
YAL020C,ATS1,999
YNL259C,ATX1,219
YOR079C,ATX2,939
YFL010W-A,AUA1,282
YKL004W,AUR1,1203
YOR011W,AUS1,4182
YLR114C,AVL9,2292
YOL078W,AVO1,3528
YMR068W,AVO2,1278
YJR001W,AVT1,1806
YEL064C,AVT2,1440
YKL146W,AVT3,2076
YNL101W,AVT4,2139
YBL089W,AVT5,1377
YER119C,AVT6,1344
YIL088C,AVT7,1470
YPR122W,AXL1,3624
YIL140W,AXL2; BUD10; SRO4,2469
YIL124W,AYR1,891
YLL063C,AYT1,1422
YOR113W,AZF1,2742
YGR224W,AZR1,1839
YOR134W,BAG7,1227
YBR068C,BAP2,1827
YDR046C,BAP3; PAP1,1812
YIL015W,BAR1; SST1,1761
YKR099W,BAS1,2433
YHR208W,BAT1; ECA39; TWT1,1179
YJR148W,BAT2; TWT2,1128
YJL020C,BBC1; MTI1,3471
YPL255W,BBP1,1155
YHR040W,BCD1,1098
YMR237W,BCH1,2172
YKR027W,BCH2; FMP50,2295
YJL095W,BCK1; LAS3; SLK1; SSP31,4434
YER167W,BCK2; CTR7,2553
YDR361C,BCP1,849
YDR375C,BCS1,1368
YIL033C,BCY1; REG1; SRA1,1248
YLR399C,BDF1,2058
YDL070W,BDF2,1914
YAL060W,BDH1; BDH,1146
YAL061W,BDH2,1251
YNL039W,BDP1; TFC5,1782
YOL164W,BDS1,1938
YBR200W,BEM1; SRO1,1653
YER155C,BEM2; IPL2; SUP9,6501
YPL115C,BEM3,3384
YPL161C,BEM4,1899
YLR412W,BER1,822
YIL004C,BET1; SLY12,426
YPR176C,BET2,975
YKR068C,BET3,579
YJL031C,BET4,981
YML077W,BET5,477
YJR053W,BFA1,1722
YOR198C,BFR1,1410
YDR299W,BFR2,1602
YGR282C,BGL2; SCW9,939
Q0110,BI2,1269
Q0115,BI3,1551
Q0120,BI4; SCBI4,1914
YHR101C,BIG1,1005
YCL029C,BIK1,1320
YER016W,BIM1,1032
YGR286C,BIO2,1125
YNR058W,BIO3,1440
YNR057C,BIO4,711
YNR056C,BIO5,1683
YJR089W,BIR1,2862
YBR270C,BIT2,1635
YJL058C,BIT61,1629
YKL061W,BLI1,339
YFL007W,BLM10; BLM3,6429
YLR408C,BLS1,366
YER177W,BMH1,801
YDR099W,BMH2,819
YPL217C,BMS1,3549
YBR141C,BMT2,1011
YIL096C,BMT5,1008
YLR063W,BMT6,1095
YJR025C,BNA1; HAD1,531
YJR078W,BNA2,1359
YJL060W,BNA3,1332
YBL098W,BNA4,1380
YLR231C,BNA5,1359
YFR047C,BNA6; QPT1,885
YDR428C,BNA7,783
YNL271C,BNI1; PPF3; SHE5,5859
YNL233W,BNI4,2676
YNL166C,BNI5,1344
YIL159W,BNR1,4125
YGR230W,BNS1,411
YBL085W,BOI1; BOB1; GIN7,2940
YER114C,BOI2; BEB1,3120
YAL044W-A,BOL1,330
YGL220W,BOL2; AIM15; FRA2,360
YAL046C,BOL3; AIM1,354
YLR267W,BOP2,1710
YNL042W,BOP3,1188
YNL275W,BOR1,1728
YLR078C,BOS1,732
YCR032W,BPH1,6501
YDL141W,BPL1; ACC2,2070
YLL015W,BPT1,4677
YDL074C,BRE1,2100
YLR015W,BRE2; CPS60,1515
YDL231C,BRE4,3375
YNR051C,BRE5,1545
YGR246C,BRF1; PCF4; TDS4,1788
YHR036W,BRL1,1413
YBL097W,BRN1,2262
YPL084W,BRO1; ASI6; LPF2; NPI3; VPS31,2532
YGL007W,BRP1,375
YPR057W,BRR1,1023
YER172C,BRR2; RSS1; SNU246,6489
YGL247W,BRR6,591
YOL077C,BRX1,873
YDL037C,BSC1,984
YDR275W,BSC2,705
YLR465C,BSC3,306
YNL269W,BSC4,393
YNR069C,BSC5,1467
YOL137W,BSC6,1491
YBR290W,BSD2,963
YPR171W,BSP1,1728
YFL025C,BST1,3087
YGR142W,BTN2,1230
YPL069C,BTS1,1005
YDR252W,BTT1,447
YGR188C,BUB1,3063
YMR055C,BUB2,918
YOR026W,BUB3,1023
YGL174W,BUD13; CWC26; SLC7,798
YAR014C,BUD14,2127
YEL029C,BUD16,936
YNR027W,BUD17,951
YJL188C,BUD19,306
YLR074C,BUD20,498
YOR078W,BUD21; UTP16,642
YMR014W,BUD22,1557
YCR047C,BUD23,825
YER014C-A,BUD25,459
YDR241W,BUD26,285
YFL023W,BUD27; URI,2388
YLR062C,BUD28,375
YKL092C,BUD2; CLA2; ERC25,3312
YCL014W,BUD3,4908
YDL151C,BUD30,579
YCR063W,BUD31; CWC14,471
YGR262C,BUD32; LDB14,783
YJR092W,BUD4,4341
YCR038C,BUD5,1926
YLR319C,BUD6; AIP3,2364
YOR299W,BUD7,2238
YLR353W,BUD8,1809
YGR041W,BUD9,1641
YDL099W,BUG1,1023
YMR275C,BUL1; DAG1; RDS1; SMM2,2928
YML111W,BUL2,2760
YLR226W,BUR2; CST4,1185
YER159C,BUR6; NCB1,426
YNL305C,BXI1; YBH3,891
YKL005C,BYE1,1782
YHR114W,BZZ1; LSB7,1899
YDR531W,CAB1,1101
YIL083C,CAB2,1095
YKL088W,CAB3,1713
YGR277C,CAB4,915
YDR196C,CAB5,723
YML102W,CAC2,1404
YDR423C,CAD1; YAP2,1227
YNL278W,CAF120,3180
YGR134W,CAF130,3366
YFL028C,CAF16,867
YOR276W,CAF20; CAF2; CAP20,483
YKR036C,CAF4,1929
YNL288W,CAF40,1119
YER048C,CAJ1,1173
YFL029C,CAK1; CIV1,1104
YPL048W,CAM1; TEF3,1245
YEL063C,CAN1,1770
YKL007W,CAP1,804
YIL034C,CAP2,861
YPL111W,CAR1,999
YLR438W,CAR2; CARGB,1272
YML042W,CAT2; CAT; YCAT,2010
YOR125C,CAT5; COQ7,699
YMR280C,CAT8; MSP8,4299
YGR036C,CAX4; CWH8,717
YPL178W,CBC2; CBP20; MUD13; SAE1,624
YJR060W,CBF1; CEP1; CP1; CPF1,1053
YGR140W,CBF2; CBF3A; CEP2; CTF14; NDC10,2868
YLR175W,CBF5,1449
YNL161W,CBK1,2268
YJL209W,CBP1,1962
YHL038C,CBP2,1890
YPL215W,CBP3,1005
YGR174C,CBP4,441
YBR120C,CBP6,486
YIL043C,CBR1; CBR; CBR5,852
YDL069C,CBS1,687
YDR197W,CBS2; CBP7,1167
YKL208W,CBT1; SOC1,813
YER168C,CCA1; TNT1,1638
YLR220W,CCC1,966
YDR270W,CCC2,3012
YKL011C,CCE1,1059
YGR217W,CCH1,6117
YPR025C,CCL1,1179
YGR150C,CCM1; DMR1; RRG2,2592
YKR066C,CCP1; CCP; CPO,1083
YAL021C,CCR4,2511
YMR038C,CCS1; LYS7,747
YIL142W,CCT2; BIN3; TCP2,1581
YJL014W,CCT3; BIN2; TCP3,1602
YDL143W,CCT4; ANC2; TCP4,1584
YJR064W,CCT5; TCP5,1686
YDR188W,CCT6; TCP20; TCP6,1638
YJL111W,CCT7,1650
YJL008C,CCT8,1704
YLR110C,CCW12,399
YLR390W-A,CCW14; ICWP; SSR1,714
YDR134C,CCW22,408
YBR131W,CCZ1; AUT11; CVT16,2112
YLR307W,CDA1,903
YLR308W,CDA2,936
YCR002C,CDC10,966
YJR076C,CDC11; PSL9,1245
YLR215C,CDC123,1080
YHR107C,CDC12; CLA10; PSL7,1221
YDL220C,CDC13,2772
YFR028C,CDC14; OAF3,1653
YAR019C,CDC15; LYT1,2922
YKL022C,CDC16,2520
YAL038W,CDC19; PYK1,1500
YDR182W,CDC1; DSR1; ESP2,1473
YGL116W,CDC20,1830
YOR074C,CDC21; CRT9; TMP1,912
YHR166C,CDC23,1878
YAL041W,CDC24; CLS4,2562
YLR310C,CDC25; CTN1,4767
YFR036W,CDC26; HIT3; SCD26,372
YBL084C,CDC27; APC3; SNB1,2274
YBR160W,CDC28; CDK1; HSL5; SRM5,894
YLR314C,CDC3,1560
YOR257W,CDC31; DSK1,483
YOL139C,CDC33; TIF45,639
YDR054C,CDC34; DNA6; UBC3,885
YDL165W,CDC36; DNA19; NOT2,573
YDR168W,CDC37; SMO1,1518
YCR093W,CDC39; NOT1; ROS1,6324
YFL009W,CDC4,2337
YDR364C,CDC40; PRP17; SLU4; XRS2,1365
YLR229C,CDC42; SRO2,573
YGL155W,CDC43; CAL1,1128
YLR103C,CDC45; SLD4,1950
YDL126C,CDC48,2505
YCR094W,CDC50,1173
YDL132W,CDC53,2445
YGL190C,CDC55,1578
YMR001C,CDC5; MSD2; PKX2,2115
YJL194W,CDC6,1539
YPL160W,CDC60,3270
YLR418C,CDC73,1179
YDL017W,CDC7; OAF2,1521
YJR057W,CDC8,648
YDL164C,CDC9,2265
YLR245C,CDD1,426
YGL003C,CDH1; HCT1,1698
YBR029C,CDS1; CDG1,1371
YMR213W,CEF1; NTC85,1770
YGL130W,CEG1,1377
YER061C,CEM1,1326
YMR168C,CEP3; CBF3; CBF3B; CSL1,1824
YPL228W,CET1,1647
YOR112W,CEX1,2283
YIL003W,CFD1; DRE3; RIX19,879
YDR301W,CFT1; YHH1,4071
YLR115W,CFT2; YDH1,2577
YML036W,CGI121,543
YGL029W,CGR1,360
YCL064C,CHA1,1080
YLR098C,CHA4; SIL2; SIL3,1944
YGL206C,CHC1,4959
YER164W,CHD1,4404
YBR274W,CHK1,1581
YPL008W,CHL1; CTF1,2583
YDR254W,CHL4; CTF17; MCM17,1374
YER026C,CHO1; PSS; PSS1,828
YGR157W,CHO2; PEM1,2607
YNL192W,CHS1,3393
YBR038W,CHS2,2889
YBR023C,CHS3; CAL1; CSD2; DIT101; KIT2,3495
YLR330W,CHS5; CAL3,2013
YJL099W,CHS6; CSD3,2238
YHR142W,CHS7,948
YER030W,CHZ1,459
YDR267C,CIA1,990
YHR052W,CIC1; NSA3,1128
YMR198W,CIK1,1782
YOR349W,CIN1,3042
YPL241C,CIN2,804
YMR138W,CIN4; GTP1; UGX1,573
YOR028C,CIN5; HAL6; SDS15; YAP4,885
YEL061C,CIN8; KSL2,3000
YGR207C,CIR1,783
YOR356W,CIR2,1893
YJL158C,CIS3; CCW11; CCW5; PIR4; SCW8,681
YNR001C,CIT1; GLU3; LYS6,1437
YCR005C,CIT2,1380
YPR001W,CIT3,1458
YIL035C,CKA1,1116
YOR061W,CKA2,1017
YGL019W,CKB1,834
YOR039W,CKB2,774
YLR133W,CKI1; CKI,1746
YBR135W,CKS1,450
YNL298W,CLA4,2526
YGR108W,CLB1; SCB1,1413
YPR119W,CLB2,1473
YDL155W,CLB3,1281
YLR210W,CLB4,1380
YPR120C,CLB5,1305
YGR109C,CLB6,1140
YGR167W,CLC1,699
YGR110W,CLD1,1335
YLR117C,CLF1; NTC77; SYF3,2061
YGL215W,CLG1,1356
YMR199W,CLN1,1638
YPL256C,CLN2,1635
YAL040C,CLN3; DAF1; WHI1,1740
YOR250C,CLP1,1335
YMR012W,CLU1; TIF31,3831
YKL137W,CMC1,333
YBL059C-A,CMC2,327
YMR194C-B,CMC4,219
YBR109C,CMD1,441
YFR014C,CMK1,1338
YOL016C,CMK2,1341
YML057W,CMP2; CNA2,1812
YDL156W,CMR1,1566
YLR003C,CMS1,873
YLR433C,CNA1; CMP1,1659
YKL190W,CNB1; YCN2; YCNB,525
YAL058W,CNE1,1506
YDR357C,CNL1,366
YNL225C,CNM67,1743
YFR046C,CNN1,1083
YBR155W,CNS1,1155
YIL157C,COA1; FMP35,591
YPL189C-A,COA2,204
YJL062W-A,COA3; COX25; RRG10,255
YLR218C,COA4; CMC3,288
YMR244C-A,COA6,312
Q0105,COB; CYTB,1155
YLL050C,COF1,429
YGL223C,COG1; COD3; SEC36; TFI1,1251
YGR120C,COG2; SEC35,786
YER157W,COG3; GRD20; SEC34,2403
YPR105C,COG4; COD1; SEC38; SGF1,2583
YNL051W,COG5; COD4,1209
YNL041C,COG6; COD2; SEC37; TFI2,2517
YGL005C,COG7; COD5,837
YML071C,COG8; DOR1,1821
YDL145C,COP1; RET1; SEC33; SOO1,3603
YBR003W,COQ1,1419
YOL008W,COQ10,621
YLR290C,COQ11; MRX2,831
YNR041C,COQ2,1116
YOL096C,COQ3,936
YDR204W,COQ4,1005
YML110C,COQ5; DBI56,921
YGR255C,COQ6,1437
YGL119W,COQ8; ABC1,1503
YLR201C,COQ9,780
YBL045C,COR1; QCR1,1371
YNL336W,COS1,1143
YNR075W,COS10,1122
YBR203W,COS111,2772
YGL263W,COS12,1140
YBR302C,COS2,1137
YML132W,COS3,1137
YFL062W,COS4,1137
YJR161C,COS5,1149
YGR295C,COS6,1143
YDL248W,COS7,1149
YHL048W,COS8,1143
YKL219W,COS9,1221
YOR316C,COT1,1317
YPL172C,COX10,1386
YPL132W,COX11,900
YLR038C,COX12,249
YGL191W,COX13,387
YML129C,COX14,210
YER141W,COX15,1458
YJL003W,COX16,354
YLL009C,COX17,207
YGR062C,COX18,948
YLL018C-A,COX19,294
Q0045,COX1; OXI3,1602
YDR231C,COX20,615
YHR116W,COX23,453
Q0250,COX2; OXI1,753
Q0275,COX3; OXI2,807
YGL187C,COX4,465
YNL052W,COX5A,459
YIL111W,COX5B,453
YHR051W,COX6,444
YMR256C,COX7,180
YLR395C,COX8,234
YDL067C,COX9,177
YKL179C,COY1,2037
YOR303W,CPA1,1233
YJR109C,CPA2,3354
YGR247W,CPD1,717
YDR155C,CPR1; CPH1; CYP1; SCC1,486
YHR057C,CPR2; CRG; CYP2; SCC2,615
YML078W,CPR3; CYP3,546
YCR069W,CPR4; CYP4; SCC3,954
YDR304C,CPR5; CYP5; CYPD,675
YLR216C,CPR6,1113
YJR032W,CPR7,1179
YNR028W,CPR8,924
YJL172W,CPS1; CPS,1728
YNL130C,CPT1,1179
YOR100C,CRC1,981
YDL142C,CRD1; CLS1,849
YDR223W,CRF1,1401
YHR209W,CRG1,873
YGR189C,CRH1,1521
YGR218W,CRM1; KAP124; XPO1,3252
YLR429W,CRN1,1953
YHR146W,CRP1,1395
YLR213C,CRR1,1266
YOR031W,CRS5,207
YOL063C,CRT10,2871
YNL027W,CRZ1; HAL8; TCN1,2034
YLR241W,CSC1,2346
YGL238W,CSE1,2880
YNR010W,CSE2; MED9,447
YKL049C,CSE4; CSL2,687
YLR087C,CSF1,8874
YBR036C,CSG2; CLS2,1230
YBR161W,CSH1,1128
YMR025W,CSI1,885
YOL007C,CSI2,1023
YNL232W,CSL4; SKI4,876
YCR086W,CSM1; SPO86,570
YIL132C,CSM2,639
YMR048W,CSM3,951
YPL200W,CSM4,468
YJR084W,CSN12,1269
YDR179C,CSN9,486
YLR380W,CSR1; SFH2,1224
YPR030W,CSR2; MRG19,3363
YBR042C,CST26,1191
YIL036W,CST6; ACA2,1761
YLR394W,CST9; ZIP3,1446
YDR256C,CTA1,1545
YMR094W,CTF13; CBF3C,1434
YMR078C,CTF18; CHL12,2223
YPL018W,CTF19; MCM18,1107
YLR381W,CTF3; CHL3,2199
YPR135W,CTF4; CHL15; POB1,2781
YHR191C,CTF8,399
YDR151C,CTH1,975
YPL181W,CTI6; RXT1,1518
YKL139W,CTK1,1584
YJL006C,CTK2,969
YML112W,CTK3,888
YMR180C,CTL1,960
YHR109W,CTM1,1755
YBR291C,CTP1,897
YPR124W,CTR1,1218
YHR175W,CTR2,567
YLR411W,CTR3,723
YCR054C,CTR86,1689
YOL145C,CTR9; CDP1,3231
YLR286C,CTS1; SCW2,1686
YDR371W,CTS2,1533
YGR088W,CTT1,1686
YMR264W,CUE1; KIS4,609
YKL090W,CUE2,1329
YGL110C,CUE3,1872
YML101C,CUE4,351
YOR042W,CUE5,1233
YGR003W,CUL3,2232
YHR053C,CUP1-1; MTH1,183
YHR055C,CUP1-2; MTH1,183
YGL166W,CUP2; ACE1,675
YPL177C,CUP9,918
YPR158W,CUR1,756
YMR240C,CUS1,1308
YNL286W,CUS2,855
YNL155W,CUZ1,822
YDR163W,CWC15,525
YDR482C,CWC21,405
YGR278W,CWC22,1731
YGL128C,CWC23,849
YLR323C,CWC24,777
YNL245C,CWC25,537
YPL064C,CWC27; CYP7,903
YDL209C,CWC2; NTC40; SLC3,1017
YCL007C,CWH36,390
YGL027C,CWH41; GLS1,2499
YCR017C,CWH43,2859
YKL096W,CWP1,717
